Clayman Study ID,Clayman Business ID,Employee Business Title,Employee Employee Type,Employee Gender,Overall Performance Rating,Overall Performance Rating Description,Section Comment Owner Clayman ID,San Jose,Clean Section Comment
72,1,Sr. Information Security Engineer,Individual Contributor,M,3,Meets,84,No,It is a real team-player and it is always there to assist anyone in the team on any issues/projects/tasks.
73,1,"Sr. MTS, Software Engineer",Individual Contributor,M,4,Exceeds Some,31,Yes,"It is a pretty seasoned professional with a excellent oral and verbal communication skills. It is a great asset to platform team. I feel lucky to have it with the team. It has delivered high value projects, which has earned it promotion an multiple spot awards from business as the recognition.~~Areas of strength: ~Drive to do the right thing~Continuos focus on delivering complete, quality product~Paying attention to details, simplifying the solution to reduce risk and deliver projects successfully~Think ahead of issues for the team to tie up loose ends~Continuous self-learning to keep up with latest technologies~Good time dedication to task on hands and have gone extra miles outside of working hour~~Areas of development: ~Balance assertiveness to allow others express their opinion in a cordial manner~Be more visible in Risk organization. Organizing brown bags, Talks etc. would be a way to go.  (I see some of this happening recently) "
74,1,"MTS 1, Software Engineer",Individual Contributor,M,4,Exceeds Some,70,No,"It is a fantastic engineer to have in the team. It is my go to [person] for any issues and hurdles that i need help for. ~Accomplishment:~1.       Solved numerous reporting problem~a.       Resolving RPTSchedular run time issues~b.      MAM parallelization~c.       Cognos stabilization – BI bus change.~d.      Portal Report tracking~e.      MAM rerun capability~f.        Template solution~g.       DDL solution.~2.       Focus on customer issues. It has demonstrated in many occasion that it can jump into issues anytime , give priority to customer pain points, make quick wins to help.~3.       Ramping up new resources~4.       Working closely with other members of team.~5.       Ramped up on Money management.~6.       Written code for Portal tracking, MAM parallelization.~ ~Areas of improvement:~1.       Thinking through all possible usecase during design phase. For eg, i feel that MAM design in subscription was not well thought through.~2.       Connect more with architects of other teams regularly.~3.       Focus more on innovation, open source , new technology stack."
75,1,"Director, Software Development 1",Director,M,4,Exceeds Some,3,Yes,"RiskLite along with Replatform as well as IDI migrations for BRE (RPDS, RPFS, IRAS) are high priority and key  areas for it and its team to focus on in 2014. it will bring its strength in team building, analytical knowledge to the table. It needs to be more decisive in making tough decision in a timely manner, learn the complex domains fast and leverage key leaders in its team to be successful in 2014.~I will spend a lot of help it by supporting and mentor it during H1. It has vast brain power and integrity as a leader. Playing its strength,  show presence and focus will ensure its success."
76,1,"MTS 2, Software Engineer",Individual Contributor,M,5,Exceeds Most,82,No,It has demonstrated high levels of commitments through out the year which has enabled us to cover over 1000 participants in the Java stack and through its thought leadership It has made a difference to lot of technologists in APAC. It has also managed to design and roll-out Node.js program in APAC for over 100 participants with an overall 80% positive feedback. ~~In addition to the above it has also groomed 5 new facilitators on Java and Node.js technologies and all of them are effectively contributing to the Tech Ed learning initiatives. Its on the job performance and customer feedback has been excellent. 
77,1,Software Engineer 2,Individual Contributor,F,2,Meets Some,49,Yes,"In your short span here, you learned planning code quickly and started delivering. You delivered all your task on time with good quality.~~I would expect you to gain some knowledge on SOR side too.~~In 2014, start delivering without much help from senior engineers.~~Overall, you have proven to be a good addition to team and so far have performed on par with our standards."
78,1,"Director, Software Development 1",Director,M,5,Exceeds Most,5,Yes,"It has made very significant contributions as a technology leader of 001 this year. ~Key highlights:~Drove technical vision & architecture for globalWallet experiences across all consumer touch-points & applications.~Architected underlying Wallet services to enable a decoupled, flexible, scalable & open Wallet eco-system.~Drove technical vision and architecture of all aspects of the Demand Gen platform.~Drove technical vision and architecture of all aspects of Marketing platform.~Expanded scope to take on Development Management responsibilities for Consumer Web experiences. Responsible for strategy and on going execution of deprecation of legacy systems, enabling global credit & global enablement of new Wallet experiences.~Mentored several architects, engineers & leads on the team.~Demonstrated excellent cross group collaboration in the technical community of 001. Active thought leader & contributor.~Culturally transformed the architecture function for Consumer, Demand Gen & Marketing areas.~~Overall it has proven to be one of the most valuable technology leader on the team. Results delivered have exceeded expectations at continually increasing scope. Its peer & partner feedback is extremely positive. I am pleased that this has led it to achieve an Exceeds Most rating and also get promoted to a Director level, Congratulations!~~Going forward some areas of growth in its new role:~Hiring, staffing & building effective teams.~Establishing & operationalizing good SDLC practices & rhythms.~Growing network with stakeholders in product & business functions.~~I look forward to it continued growth in scope & impact as a technology leader. It’s a pleasure to have it on the team."
79,1,"Principal MTS, Architect",Director,M,5,Exceeds Most,,Yes,
80,1,Sr. Project Manager,Individual Contributor,M,3,Meets,73,No,"It is synonymous for handling critical projects with tight timelines and is a good team player. Has partnered well with other stakeholders and has commended their respect. It is very detail oriented in terms of tracking and resolving the issues. It need to focus more on influencing its teams and the product owners for the Agile adoption. Also, it need to work towards having a better work like balance."
81,1,"Director, UI Engineering",Director,F,3,Meets,40,Yes,"Strengths~Organizationally strong. It took a decentralized org, created a centralized one and worked out all the bugs over 6 months to get the right leaders in each place. Like a chess board one step at a time.~~Super Positive/Can Do attitude. Consistent feedback is that you never hear it say something cannot be done. It is always ""we will figure out a way"" to make it work. People enjoy working with it even when it provides negative feedback to them.~~Coachable. Seeks to learn from those around it and in its org. I watched it literally pour over the Pulse surveys. Its scores were good. But a slight dip from the past. It met with its people and devised plans and accountability to make itself better. It seeks the same feedback it asks its team to seek as well.~~Execution Strong. Will always deliver. Always get to root of a problem. If there is an issue I don't worry. It is there to drill into it, discuss with me and propose a plan.~~Passion. Solid passion for our teams and our mission.~~Talent Smart. Knows good talent. Knows poor talent. Can hire well. Can attract good talent.~~Development Areas~Get a voice outside of 001 for women in technology. We need more ladies leading the charge. Like to see it really push itself in this area. Help us recruit more women.~~Don't pre-judge. Interestingly, it handles things in a calming manner, but its first reaction sometimes is to assume the person or problem is a little too hard or difficult. What I mean is if it is a person we have history with (being difficult) it will let that previous relationship color its thinking. The good thing is after a little reflection it gets past this. And because it has a great way of engaging it can still usually get past this.~~Leadership Style~Coach. Mentor. Organizationally Savvy. Friendly. Conversational. 1:1 style. Less the stand in front of a large crowd and lead and more of small setting leadership.~~Annual Rating~The ONLY REASON for a MEETS is because it got the promotion in October. By the time of the review it had only been in the role about 3 months. If I was rating it now (This is end of Feb), I would have to give it an Exceeds Some. It knocked it out of the park in the role."
82,1,"Director, Software Development 2",Director,M,4,Exceeds Some,2,Yes,"Strengths:~No surprise here but it is a great relationship person, it stepped in quickly with [previous person in role] moving on midyear and transitioned without too much of a hiccup. Its ability to work closely and with a fair amount of trust with [colleague] and [colleague] has helped the regions some much needed relief as our core product teams get their act together. ~ Built a good execution muscle, has delivered good results. Strong Agile transformation. It does get into the mechanics and I like when it has strong opinions on what is working well and not in how we do agile. I’d like it to help drive some of this across the CE org as well.~ Seems to want to do the right thing for the organization, seems to have a good handle on its people. It’s trying to strike a good balance between hiring to augment its teams capacity and ability to deliver for the regions and keeping a high bar on acquiring talent. ~~ Other feedback:^v“Focused on execution. Seems to have a good work ethic.”~“Attention to detail, demonstrated in meticulous track record of getting things done on time per ideal process”~“it is a pleasure to work with and is a strong leader who lets its folks lead from the front, but gets involved during key times when needed. It has a great leadership style that is easy to work with, but no nonsense when it needs to get things done. It is driving a lot of change in EMEA with the new local dev team and has pushed forward despite heavy headwinds to do what's right for the team and business. “~“Keenness to help the business find a creative solution.”~“I think it has wonderful organizational vision. When it took over the VS org from [previous person in role], even though it was running quite smoothly, it had ideas on how to extend [previous person in role]’s great structure to take the VS org to even greater heights. It was willing to make the tough decision to shut down a VS team based in Phoenix, and re-constitute it in Austin.”~“it has excellent soft skills. It has a disarming sense of humor, genuinely cares about people, and while it expects a lot from itself and its peers, does not take itself too seriously, which lends to its very likeable charisma.”~“great partner to work with that has no agenda or ego in the way”~“Mature reliable leader.  It plays a key role of managing the 002/001 relationship.  I have seen it to hold a very objective position and be the advocate for 002 where necessary.  Very responsive to any escalation and a very partner to work with.”~“Brand ambassador for technology in the regions.”~~Opps:~Get into the details of the technology choices and architectures more. My sense is right now that it trusts the information that it gets from various individuals and moves on instead of asking “why” a bit more often. Too often when I dig one level deeper there’s nothing there. Some of this is the nature of the significant breadth that it has to deal with partners like 002 that have a vast portfolio. It needs to be seen as more of a technology leader, and the only way to get there is to start having an opinion on directions that teams are taking. That will require some judicious choices but obvious ones like Prox and PUI as well as HSS come to mind. ~ Continue cultivating great tech t"
83,1,Software Engineer 2,Individual Contributor,F,4,Exceeds Some,80,No,"Happy with your performance, involved more in domain related activity. Next year i should see you as POC for RnP domain. Update you technical skills."
84,1,"Dir, Consumer Labs & 3rd Prty Enablement",Director,M,3,Meets,7,Yes,"Over the last year it has served as the Architect on the wallet experiences team for both web and mobile. It has worked on multiple initiatives on Native Mobile application. It has architected and developed iOS integration to streamline tracking data from apps. It also drove the integration of Android app with FPTI for tracking. ~~It has helped evolve the strategy of Open Wallet between consumer and Point-of-sale team. It has been a strong proponent of foundation work that is going on in Native Apps to create the right level of decoupling in Apps today which is a step in the right direction towards our strategy of multiple apps.~~Login performance ha s been a big pain point of 001 specifically when it comes to Native Apps and it drove the initiative to identify multiple design changes needed in the Auth libraries to bring the login performance to a desirable level.~~With [XXX], it has driven multiple fixes in Apps to get the crashes in apps down by multiple orders of magnitude.~~With it moving to a new Role of driving Technology Innovation within Native Apps I wish it all the best!"
85,1,Web Development Engineer,Individual Contributor,M,3,Meets,28,Yes,Overall it is a solid performer for UI Engineering. In its new team going to a full Node.JS stack it has the opportunity to contribute in a more significant way doing full stack development going forward. It also has the ability to take on a coaching/mentoring role for other developers to bring them up to speed in UI technologies and techniques.
86,1,"Sr. MTS, Information Security",Individual Contributor,M,4,Exceeds Some,76,No,It is...~- Intensely focused on execution and helping others to succeed~- Clear and articulate in its communications~- Dedicated to craftsmanship and quality~~Can let go of...~- Being so self depricating~~Is becoming~- A leadersr creating the opportunity for others to succeed~- Clarifying its prupose as a master craftsman
87,1,"MTS 1, Software Engineer",Individual Contributor,M,5,Exceeds Most,17,Yes,"Overall it has been a really great year for it. It has delivered on all fronts significantly and has considerably exceeded expectations. One of the key feedback items for it at the end of 2012 was to show more drive in producing measurable results and utilize its great technical skills for the betterment of the team. It has delivered on both aspects in 2013. It has been very self driven and has stretched itself above and beyond to bring about great changes in the Finprod - Credit team & A/M team. It has taken leadership on several initiatives like RQA, CI, A&M automation, automation code review and has been a change agent. It has earned appreciation from all the folks it has worked with and i look forward to it continuing the same momentum in the upcoming years.~~One area I would like for it to improve on is to be a little more aggressive when trying to co-ordinate others towards a milestone. It needs to identify blockers early on and work with the appropriate folks to get issues resolved. Although Finprod team met its CI commitments I feel that we should have achieved the level 4 certification much sooner. Though not specifically its task, as an overall initiative leader it should drive other team members to adhere to timelines closely and get the task done. This is a learning experience for it and I am sure it has learnt from this experience to apply into its future challenges. ~~Overall, an outstanding year it. Thank you for all that you have done and we will not be in the place we are without your leadership and hard work!. Look forward to your continued success in the years to come."
88,1,Technical Product Manager,Individual Contributor,F,4,Exceeds Some,59,Yes,"Hi it~First I would like to say congratulations!  You earned a performance rating of Exceeds Some which is one of the top two highest ratings.  It takes a significant level of contribution to earn this rating at 002 and you exceeded expectations and your contributions stood out among your peer group.  ~~You are recognized as someone who is curious to understand complex problems and passionate to solve them. Your work on API rate limiter, Sandbox Mimic and SSL cert renewal are well recognized. On the MO front, our first campaign went live based on close collaboration with Risk. Your work on Pro Campaign, 10486 decline recovery, Buyer Sending limit, DCC whitelisting, have laid foundation for further campaigns in 2014. ~~2014 is going to be milestone year for MO team, i look to your strong contribution in 2014. 2014 will challenge you to Prioritize constantly, multi-task and hone your business case management skills. I look up to you to be the ambassador for the team and most importantly continue doing the great work you have done in 2013.~~Best,~[Manager]"
89,1,Director Globalization Production,Director,M,4,Exceeds Some,10,Yes,"I'm delighted to have it in my staff. It has brought a lot of changes to the team and the mindset, which are slowly bearing fruits.~It is a role model in its team and a trusted partner for its peers. On the great foundation it built in 2013, I expect 2014 to be a year of solid, reliable delivery.~Positive peer feedback:~- it has built an effective team during the last six months~- We have worked together on a number of initiatives, for example Acrolinx, CMS Governance, Regional PjM support - its collaboration has been invaluable~- It is a great sounding board.  We have productive discussions and a good understanding of each other's roles~~From the relatively short interaction I had with it, I'm able to clearly see the following strengths:~1. It is a great leader, able to drive the complex problems that we face as a company.  You can see this as it took ownership of some very complex Globalization initiatives and has delivered guidelines to help us align with similar organization~2. It is subjective.  It is willing to see other sides and engage in conversation over the best path forward.  In other words, it is not stuck on its own opinions or ways.~3. It is passionate about its job.  I have seen many examples where it loves its job, it is truly engaged and as a result, people like to work with it.  It is certainly a great pleasure working with it on [AAAA] Language Support, and I look forward to learning from it in my new role ~- It has high profile visions about how Localization should work.  It's advanced and good vision to take us further down the road to be more efficient and effective organization.~- It has great knowledge and experience in localization process and technology.  From WorldSerer to Adobe CQ, I learned a lot from it in concept level.~- It can talk to other people outside of Globalization to convince them to be on the same page from business point of view (not politics). LQA and IQA separation was a good example. ~~It joined 001 and brought with it its wealth of experience and expertise in Localization/Globalization. It is well-known contributor and respected figure in the Localization industry. With its all-around L10n experience and knowledge, it promptly gained influence, build the relationship and earn the trust within and with other teams. Although it is the Director of Globalization Production & Operations, other team members also look up to it and seek for its advice/expertise.~~It is a great manager who I can look up to and learn from. It makes me feel my work is appreciated and it makes a difference to the team. I believe it is a fair and honest person who I can put my trust in. As it is knowledgeable and experienced in Localization/Globalization, I believe I can learn a great deal about these from it.~~It demonstrates all the right leadership behaviors you'd expect to see in an individual in its position.  To be fair, it is relatively new in its role, and it has delivered a wealth of globalization practices (among other duties of course) but in 2014 it is (as many of us are) asked to implement these against an aggressive plan.  I feel that it has the right behaviors to help us succeed as a collective team.~~it is approachable; I have no hesitation in contacting it about any aspect of G11n.    It’s proactive,"
90,1,"Sr. Director, Data Platform",Director,M,3,Meets,6,Yes,"Overall, 2013 was a transformational year for 001 Analytics Platform and Engineering organization. It led the team through this transformation and established a well functioning engineering practices. It attracted few top talents and upgraded many within its organization. It was also instrumental in reestablishing its engineering team in India and its leadership. It energized its platform team in building EAP and later focused them  in delivering FPTI. DT would benefit by its org's collaboration across the teams within and outside of DT and disciplined communication/transparency through its PO function. Look forward to its continued leadership and influence during 2014 as we deliver on the vision of “data anywhere, anytime, anyone”. Thank you."
91,1,Head of Data Architecture,Director,M,4,Exceeds Some,6,Yes,"Overall, 2013 was a transformational year for DT: Organization, Agile, etc. it played a key role in this change while transforming its own organization to be hands-on architecture and engineering. DT continues to benefit from it innovative ideas and can do attitude. Its contribution to MoneyDB scalablity and MICA were appreciated by many. 001 would benefit by it developing next level of leadership and pushing for a disciplined execution within its team while encouraging collaboration across DT. Look forward to its continued leadership and influence during 2014 as we deliver on 001’s vision leveraging Data."
92,1,"MTS 2, Software Engineer",Individual Contributor,F,3,Meets,46,Yes,It has been a good addition to Risk. Its main contribution during the year 2013 is Panda program. Its contributions during the year 2013 have met all the expectations laid out. ~~Its  contribution towards Lab Rats programs and most importantly its innovative new solution Secure Wave has been very well recognized.~It is also a critical contributor to the 002 eWit program and was instrumental in bringing various speakers to the 002 campus as a part of the eWit speaker series.~It is recognized for its expertise and experience in the Mobile ecosystem. ~~Here are some areas for it to continue to focus.~a. Leverage its experience and expertise to help solve some core Risk problems.~b. Increase its depth and understanding of how Risk systems work and come up with solutions on how Risk analysis can be made better in the Mobile ecosystem. ~c. Engage with the team and in the existing projects more.~d. Drive towards delivering business results.~~2013 was an year where it joined Risk and proved to be a important engineer that brought in Mobile experience. I encourage it to build up on the momentum and contribute towards some core areas of Risk.
93,1,Program Manager,Individual Contributor,M,3,Meets,20,Yes,"All-and-all 2013 was a good year for it – one that was improved upon in the 2nd half. It successfully navigated a complex/challenging fulfillment space, with the deliveries of both the UK and U.S. Cart to production. I use the word ‘complex’ both from the perspective of organization and management skills needed from a vendor to 001 Core process, as well as some of the challenging personalities involved and ‘political’ nature of the space. It was the ‘glue’ that kept the various teams aligned (i.e. production roll-out coordination, CS Ops, live support, etc.~~There were times earlier in the year where some of the stakeholder feedback was ‘mixed’ (which it and I discussed at the mid-year review). The stakeholder feedback was much more positive in H2, culminating in a spot award for it work on the U.S. Cart release.~I’ve also appreciated its ability to communication to diverse stakeholder groups (going deep with the implementation teams, and then up-leveling for more senior-level communications). I think 2014 will be a pivotal year for it, as I think it is important that it is able to immerse itself in engaging/motivating and ‘visible’ work. My sense on it is it does good work on what is placed in front of it, but from a career development/path perspective needs a program challenge that leverages its skill-sets and that it can really ‘sink its teeth into.’ "
94,1,"Manager, Software Development 2",Manager,F,3,Meets,46,Yes,"This was the first year where it was being evaluated as a manager. It is off to a decent start and if it can improve on the areas called out above, I am confident that it will be able to get recognized as one of the top leaders in 001 Risk. It is receiving an overall rating of Meets for its performance and its contributions are well recognized. It leads many high profile initiatives like 001 Here, Hermes and Global Credit Expansion. These are critical products for the company and I confident that it and team can deliver a strong performance in 2014 and beyond.   "
95,1,"Software Engineer 3, Quality",Individual Contributor,F,5,Exceeds Most,,No,
96,1,Data Engineer,Individual Contributor,F,2,Meets Some,47,Yes,"We had a fruitful year.  As you see, this team sets the standard for others to follow which is something we should all proud of.  Thanks for your achievement in 2013, I'm looking a better year 2014.  I would like to focus on gather more technical expertise on Hadoop and Python.  Please let me know how can I help."
97,1,"Senior Director, Risk and Compliance PD",Director,M,4,Exceeds Some,11,Yes,It had a really stong year.  It has absolutely transformed the compliance team and relationships with an opportunity to strengthen the platform.  It has also delivered numerous projects in Risk that often don't make the headlines but are critical to our day to day business.  It has embraced making our talent stronger through development with the opporunity to inject great talent in its leadership ranks. ~~It is a trusted leader by its business partners and peers.  It has a practical approach to solving problems and and energy and passion to deliver.  I really enjoy working with it and looking forward to seeing it continue to develop and grow.~~Opportunities~1. Bring people along with you.  Take more time to explain why just not what.  Get there input and incorporate into your thinking~2. Strategic Platform - Be seen as the [person] driving the future on the platform.  Balance probably right for this year but should change in 2014~3. Risk/Replatforming - Identify issue earlier and change approach. A number of warning signs here that you could have reacted to earlier.
98,1,Software Engineer 3,Individual Contributor,M,4,Exceeds Some,39,Yes,Over all it is a great technologist. It has to be build the muscle of influence so that its solutions get more attention and adopted. This is very critical for its to move to the next level.
99,1,"Director, Software Development 1",Director,M,3,Meets,5,Yes,"It has been playing the role of leading our Consumer Mobile tech strategy. ~Key highlights:~It reviewed our native app architecture and drove the vision around creating a foundation layer to enable reusability, agility & quality. It is currently a key part of our road-map and in execution mode.~It has been the driving force behind a multiple app strategy. This is now our go forward direction.~It has also contributed in building early prototypes of consumer app for omni-channel usage which has helped drive our merchant sales effort.~It has proven to be an influential technologist & its impact is clearly seen in our road-map & go forward strategy. It has done a fantastic job of building out a network of key leaders across the company to drive thought leadership & strategic alignment in the mobile space. I look forward to its continued impact in the company at a broader scale."
100,1,"Sr. Director, User Interface Engineering",Director,M,5,Exceeds Most,2,Yes,"Strengths:~Continues to be a change agent across technology. Includes all aspects of people, process, and tech spanning many orgs including over into marketplaces. Examples include working with the product organization around Lean UX and CDI, as well as working with every part of PD on how we do adaptive/responsive design including far-flung teams like compliance and risk who want to build up some of their own apps. It’s also been the brainchild behind some of our content re-architecture which will finally allow us a decent localization workflow.~Really does care about what the end product is. It’s not just the mechanics but also what the customer gets out of it. Its years at [prior company] serve it well here as it preaches the philosophy of data and experimentation. It’s starting to take hold here as we finally have the technology to produce what we have been talking about.~ ~Great people manager, enabling its own talent and holding a high bar, while bringing in new talent all at the same time. Has continued to resist the pressure of “just people” instead just doing it with “better people” and better tech. At the same time it’s also our poster child for re-enabling 001s brand as a technology company. It’s out in the field constantly touting how 001 is reinventing itself. It has made a difference and I appreciate it.~ ~Other feedback:~“it has intimate knowledge of how world-class engineering organizations outside of 002 operate. It is also deeply embedded in the external developer community. In my experience working with it, I’ve found that it is one of the few leaders who brings this outside in perspective to approaching problems, programs and organizational change at 001. This perspective is more valuable than ever because of where we are in our transformation, and because it is in short supply.”~ “It is a visionary in its domain. I appreciate our brainstorming sessions and wish we had more. It has done more to attract talented people (through social media, direct networking, etc.) at 001 than most other people. “~ “Culture change agent, fights appropriate battles for the right reasons and is helping raise the bar.”~ “It is a change agent and wants to drive positive change throughout. It is able to create a sense of purpose and is able to bring along a wider set of people toward the new vision.”~ “It exemplifies Charismatic leadership, It creates an excitement and commitment in the organization. It really inspires the team to bring out ideas and move to the next level. I have learned the most about technology, cleaning up my mini bus, Hiring talent and being transparent from it. It inspires me to be better leader and an evangelist for experience engineering.”~ “A great leader to drive innovation. Can make things happen and when it likes something it has this magnetic enthusiasm to excite the team. It is aggressive in moving forward with its team but when opportunity for co-development it is supportive and we have demonstrated with Node.JS and content development a stellar outcome which I appreciate very much and has become GPS corner stone model going forward. “~ ~Opps: Get a bit more into some of the operational details. As we really enable a new set of technologies on the site at scale in 2014, it will have to much more involved in the mechanics of what is breaking and help fix that. To do that it needs to figure out how to get proactive visibility into the flow of the work an"
101,1,"Manager, Software Development 2",Manager,F,2,Meets Some,54,Yes,"It joined the product management organization for Risk/Compliance in late August of this year. The change from the product development organization to product management has been very complex and it has taken some time for it to feel comfortable in its new role. It is now the product owner for the compliance shared team that is developing the compliance onboarding tier 1 service and the general compliance onboarding decision service. These are both critical components for all onboarding, new accounts and new capabilities. The transition to a new domain (compliance), new role (product owner), and a new development methodology (Agile) has been complex and difficult.~~It has used its technical skills to understand the issues and has been able to put together a roadmap plan for 2014. It will need to build new skills in the areas of communication and leadership to make this team productive and build the solid relationships that will be needed to be successful in 2014 and beyond. I have every confidence that it will do an excellent job leading this team in 2014. "
102,1,"Director, Software Development 1",Director,M,4,Exceeds Some,4,Yes,"It is an asset to the company. It is a game changer to get 001 POS to the next level. It is also an amazing person to work with. I am so happy that it is working in my team now. I have so much to learn and partner with it.~~It has a big charter to re-build the org, influence the produce, innovate and deliver for 2014 OmniChannel. ~~I am excited about the opportunity to work with it for this amazing opportunity."
103,1,Manager Facilities,Manager,M,4,Exceeds Some,81,No,"It is an amazing hospitality manager and as such a great asset to the company. It should continue doing what it is doing in this space. However, to get to the next level it has to clearly demonstrate its ability to negotiate better rates for the company and to showcase that it is able to manage a remote team. "
104,1,Software Engineer 2,Individual Contributor,M,5,Exceeds Most,79,No,"It has been a key engineer in the team in making sure that Activity Services went live. It has been one person who has left no stone unturned in getting the release done, spending late nights and weekends. Along with technical contributions, it has also worked on working through the throttle plan, releases during SJC times, working with various folks in SJC for the release.~~It has done a great job in working on various POCs that we did with the team. It has shown great depth in understanding the technologies that it has worked with. For using Golden Gate, it was the one with the deepest knowledge in the team and has come up with solutions when even the DB team had waived their hands.~~It has worked on the finalization of the Data Model. It spent numerous late nights in office to work with the Data Architecture team trying out various options to come up with the final model.~~It worked on the implementation of some components for NAFAS including StoreManager, Activity processor, throttle plan, Query optimization amongst other deliverables.~~It has shown great commitment and drive to learn new technologies. It also doesn’t hesitate in reaching out to folks outside of the team whenever needed.~~Areas of Improvement:~It needs to start working on its design skills. There have been some gaps during the design of Transaction Details service and REST Interface.~~Domain knowledge: It needs to start focusing on the domain knowledge regarding Activities in particular and Payments in general as that would help it in making contributions towards the design decisions."
105,1,"Software Engineer 3, Quality",Individual Contributor,F,3,Meets,61,Yes,"It has played instrumental role in some of the critical projects for Pelican & Honeybadger & ensured the quality bar is high.. Its knowledge & contribution in automation has helped the Pelican team to go from no coverage to 80% functional & 86% unit test coverage in few months. ~~It should continue to work on communication skill, enhance its breadth of domain knowledge and expose it to new technologies, which will help it immensely in its professional growth."
106,1,"Manager, POS Platform Integrations",Individual Contributor,M,4,Exceeds Some,33,Yes,"It stepped up and met several challenges this year, including the successful launch of the 001/Discover integration (13.1) in the spring and the successful second release (13.2) in the fall. This was accomplished with a small team and many hours of high-value interaction with key players at Discover and 001, including frequent collaboration across executive, product, development and BU teams.  In addition to this major project, it invested in developing its managerial and leadership skills and successfully established meaningful relationships with peers and stakeholders across the business which enabled it to influence our strategy and execution of our of In-store product strategy in a meaningful way. ~~ It can continue to grow in its leadership skills by refining its communication style to a more collaborative and value-sharing perspective. At times, its current communication style leads to a more confrontational result, which tends to leave the substance and value of its point of view blurred. It can also develop a tighter approach to work load management by driving frequent, and specific alignment discussions with its leadership and peers on how it will prioritize its work, including what it will deliver and when, and perhaps more importantly, what lesser priority items it will not deliver."
107,1,"Sr. MTS, Architect",Individual Contributor,M,3,Meets,26,Yes,"Since it took over the Risk domain DSA role, it has been instrumental in driving the risk data roadmap forward. Incredible technical talents around data warehousing and data engineering and even stronger work ethics and collaborative approach."
108,1,Principal MTS Software Engineer,Director,M,4,Exceeds Some,4,Yes,It is an amazing technologist and a great partner with me. Great to work with it in 2013.
109,1,New Grad - Grad - Software Engineer,Individual Contributor,F,3,Meets,56,Yes,"Summary~Rank: Middle 50%~It is very self-driven and results-oriented. It is always looking at different ways to solve a problem and does not give up easily when it encounters a roadblock.~~It is also a great team player and took the opportunity to mentor on of the data scientists on learning Java. The experience was really positive and it actually mentioned to me it was excited to learn Java because it was such a great mentor.~~It took the ownership of writing most of our graph mining variables. It did a great job working with the other teammates to define the variables, research on possible algorithms and come up with a proper solution.  The team now looks up to it when they have any questions abut our current variable set. Its code is well documented and it has been doing a good job with Java unit testing.~~For H1 2014 I would like to see it getting more familiar with the payments Risk domain’s technical aspects: Which components are live? What do they do? What is the implication of a bad API call? How can we improve ATB? What are the challenges the domain currently faces that could be improved upon? It also needs to get more familiar with the 001 PDLC.~~Mastered ~-       Spends most of the time developing code. Code is well-commented and typically improves after one or more code reviews.~-       Works very effectively as part of the team~~Room for Growth ~-       Has a thorough understanding of technical concepts required for specialized field.~learning to code review related features."
110,1,Technology Fellow - TASA-Architecture,Individual Contributor,M,2,Meets Some,1,Yes,"It had a mixed year. It was doing good job guiding our developers for better engineering and craftsmanship and was a center on knowledge for discussion of difficult problems to solve. On the flip side the expectation of it becoming the thoughts leaders on monitoring that paves our road and techno strategy for world class monitoring has not materialized well for vieaty of reasons and most of them are around how to operate as a influencer when you don't have command and control at play. It was making good attempts to make it work, but could not get it into perfection and the team was having challenges how to work with it while driving internal innovation that built upon it. ~~For next year it needs to figure out what is the best mode of operation for it. I have made a couple of attempts to get it plugged into solution level activities with the business with some resistance from the business leaders (VP M and VP A) to have it assume a leadership position. In the final attempt we see some signs of reception and I hope that it will find a good place to thrive. Apparently platform work that is business agnostics is not the most successful place for it to operate. "
